run_name,formulation,translated,width,monotonicity,endpoint,first_shortest,second_at_most_last,wall_seconds,exit_code,success,status_name,optimum,mip_dual_bound,mip_gap,mip_node_count,validation_passed,validation_errors,command,problem_json,solution_json,log
profile_t1_w0_mono0_ep0_min1_sll0,translated,1,0,0,0,1,0,23.602607439002895,0,True,optimal,0.2000000000000005,0.2000000000000005,0.0,34759,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --no-monotonicity-cuts --no-endpoint-length-cut --first-interval-shortest --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono0_ep0_min1_sll0,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono0_ep0_min1_sll0_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono0_ep0_min1_sll0_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono0_ep0_min1_sll0.log
profile_t1_w0_mono0_ep0_min1_sll1,translated,1,0,0,0,1,1,19.135098491999088,0,True,optimal,0.2000000000000001,0.2000000000000001,0.0,26685,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --no-monotonicity-cuts --no-endpoint-length-cut --first-interval-shortest --second-interval-at-most-last --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono0_ep0_min1_sll1,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono0_ep0_min1_sll1_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono0_ep0_min1_sll1_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono0_ep0_min1_sll1.log
profile_t1_w0_mono0_ep1_min0_sll0,translated,1,0,0,1,0,0,41.28161018800165,0,True,optimal,0.20000000000000068,0.20000000000000068,0.0,71864,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --no-monotonicity-cuts --endpoint-length-cut --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono0_ep1_min0_sll0,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono0_ep1_min0_sll0_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono0_ep1_min0_sll0_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono0_ep1_min0_sll0.log
profile_t1_w0_mono0_ep1_min0_sll1,translated,1,0,0,1,0,1,22.259041990000696,0,True,optimal,0.2000000000000004,0.2000000000000004,0.0,38219,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --no-monotonicity-cuts --endpoint-length-cut --second-interval-at-most-last --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono0_ep1_min0_sll1,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono0_ep1_min0_sll1_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono0_ep1_min0_sll1_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono0_ep1_min0_sll1.log
profile_t1_w0_mono1_ep0_min0_sll0,translated,1,0,1,0,0,0,64.3189768240045,0,True,optimal,0.20000000000002446,0.20000000000002446,0.0,68995,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --monotonicity-cuts --no-endpoint-length-cut --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono1_ep0_min0_sll0,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep0_min0_sll0_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep0_min0_sll0_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono1_ep0_min0_sll0.log
profile_t1_w0_mono1_ep0_min0_sll1,translated,1,0,1,0,0,1,27.08137425500172,0,True,optimal,0.20000000000000456,0.20000000000000456,0.0,28208,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --monotonicity-cuts --no-endpoint-length-cut --second-interval-at-most-last --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono1_ep0_min0_sll1,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep0_min0_sll1_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep0_min0_sll1_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono1_ep0_min0_sll1.log
profile_t1_w0_mono1_ep0_min1_sll0,translated,1,0,1,0,1,0,34.85847061599634,0,True,optimal,0.20000000000003473,0.20000000000003473,0.0,35220,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --monotonicity-cuts --no-endpoint-length-cut --first-interval-shortest --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono1_ep0_min1_sll0,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep0_min1_sll0_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep0_min1_sll0_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono1_ep0_min1_sll0.log
profile_t1_w0_mono1_ep0_min1_sll1,translated,1,0,1,0,1,1,11.334078882995527,0,True,optimal,0.20000000000000584,0.20000000000000584,0.0,9475,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --monotonicity-cuts --no-endpoint-length-cut --first-interval-shortest --second-interval-at-most-last --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono1_ep0_min1_sll1,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep0_min1_sll1_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep0_min1_sll1_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono1_ep0_min1_sll1.log
profile_t1_w0_mono1_ep1_min0_sll0,translated,1,0,1,1,0,0,28.49946190600167,0,True,optimal,0.20000000000002438,0.20000000000002438,0.0,29118,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --monotonicity-cuts --endpoint-length-cut --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono1_ep1_min0_sll0,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep1_min0_sll0_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep1_min0_sll0_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono1_ep1_min0_sll0.log
profile_t1_w0_mono1_ep1_min0_sll1,translated,1,0,1,1,0,1,16.366963441003463,0,True,optimal,0.20000000000000417,0.20000000000000417,0.0,15931,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --no-width-cuts --monotonicity-cuts --endpoint-length-cut --second-interval-at-most-last --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w0_mono1_ep1_min0_sll1,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep1_min0_sll1_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w0_mono1_ep1_min0_sll1_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w0_mono1_ep1_min0_sll1.log
profile_t1_w1_mono0_ep0_min0_sll0,translated,1,1,0,0,0,0,104.97756178199779,0,True,optimal,0.20000000000000168,0.20000000000000168,0.0,163989,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --width-cuts --no-monotonicity-cuts --no-endpoint-length-cut --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w1_mono0_ep0_min0_sll0,json_results/verification_20260716/m3_profile_32/profile_t1_w1_mono0_ep0_min0_sll0_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w1_mono0_ep0_min0_sll0_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w1_mono0_ep0_min0_sll0.log
profile_t1_w1_mono0_ep0_min0_sll1,translated,1,1,0,0,0,1,55.54928898700018,0,True,optimal,0.20000000000000134,0.20000000000000134,0.0,85710,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --width-cuts --no-monotonicity-cuts --no-endpoint-length-cut --second-interval-at-most-last --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w1_mono0_ep0_min0_sll1,json_results/verification_20260716/m3_profile_32/profile_t1_w1_mono0_ep0_min0_sll1_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w1_mono0_ep0_min0_sll1_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w1_mono0_ep0_min0_sll1.log
profile_t1_w1_mono0_ep0_min1_sll0,translated,1,1,0,0,1,0,26.519482978997985,0,True,optimal,0.2000000000000005,0.2000000000000005,0.0,34759,True,,/home/ferran/interval_proofs/.venv/bin/python /home/ferran/interval_proofs/circle_intervals.py -N 5 --m 3 --translated-missing-point --width-cuts --no-monotonicity-cuts --no-endpoint-length-cut --first-interval-shortest --mip-rel-gap 0 --require-success --output-dir json_results/verification_20260716/m3_profile_32 --run-name profile_t1_w1_mono0_ep0_min1_sll0,json_results/verification_20260716/m3_profile_32/profile_t1_w1_mono0_ep0_min1_sll0_problem.json,json_results/verification_20260716/m3_profile_32/profile_t1_w1_mono0_ep0_min1_sll0_solution.json,json_results/verification_20260716/m3_profile_32/logs/profile_t1_w1_mono0_ep0_min1_sll0.log
