m,q,branch,base_density,one_extra_gain,two_extra_gain,expected_two_extra_gain,formula_error,excess_over_twice_one_gain,positive_extra_count,extra_0_length,extra_1_length,extra_length_bound,success,status_name,mip_gap,mip_node_count,solution
93,24,larger,0.12767402376910017,1.217055838775849e-06,2.43411164052576e-06,2.434111640530393e-06,-4.632846705007396e-18,-3.702593787124897e-14,2,1.2170558202651965e-06,1.2170558202651965e-06,1.2170558202651965e-06,True,optimal,0.0,4871,variable_extra_milp_m93_q24_anchor0_freebase0_extra2_solution.json
94,24,larger,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,optimal,0.0,1,variable_extra_milp_m94_q24_anchor0_freebase0_extra2_solution.json
95,24,larger,0.12761801410743354,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,optimal,0.0,1,variable_extra_milp_m95_q24_anchor0_freebase0_extra2_solution.json
96,24,smaller,0.12755102040816327,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,optimal,0.0,1,variable_extra_milp_m96_q24_anchor0_freebase0_extra2_solution.json
96,25,larger,0.12755102040816327,2.21442743764122e-06,4.42885487528244e-06,4.428854875283447e-06,-1.0071221742853631e-18,0.0,2,2.2144274376417234e-06,2.2144274376417234e-06,2.2144274376417234e-06,True,optimal,0.0,1407,variable_extra_milp_m96_q25_anchor0_freebase0_extra2_solution.json
97,25,larger,0.1275643028220348,1.0735476783652054e-06,2.14709535573121e-06,2.147095355725391e-06,5.819116347637043e-18,-9.992007221626409e-16,2,1.0735476778626955e-06,1.0735476778626955e-06,1.0735476778626955e-06,True,optimal,0.0,1818,variable_extra_milp_m97_q25_anchor0_freebase0_extra2_solution.json
98,25,larger,0.12755102040816327,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,optimal,0.0,1,variable_extra_milp_m98_q25_anchor0_freebase0_extra2_solution.json
99,25,larger,0.1275127512751275,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,optimal,0.0,1,variable_extra_milp_m99_q25_anchor0_freebase0_extra2_solution.json
100,25,smaller,0.12745098039215688,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,optimal,0.0,1,variable_extra_milp_m100_q25_anchor0_freebase0_extra2_solution.json
100,26,larger,0.12745098039215685,1.960784313803643e-06,3.921568627468508e-06,3.92156862745098e-06,1.7527652777533237e-17,-1.3877787807814457e-16,2,1.96078431372549e-06,1.96078431372549e-06,1.96078431372549e-06,True,optimal,0.0,46,variable_extra_milp_m100_q26_anchor0_freebase0_extra2_solution.json
